TimeGenerated,Computer,EventID,Activity,Account,AccountType,AccountDomain,AccountName,TargetUserName,TargetDomainName,IpAddress,IpPort,LogonType,LogonProcessName,FailureReason,ProcessName,NewProcessName,ParentProcessName,CommandLine,ServiceName,ServiceFileName,EventSourceName,Channel,Type
2026-04-29T09:20:47Z,WS-HR-03,4624,,CORP\agarcia,User,CORP,agarcia,agarcia,CORP,10.178.92.142,58758,5,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:20:47Z,WS-DEV-02,4624,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,10.6.28.81,62657,5,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:21:02Z,SVR-DC-01,4625,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,10.172.190.66,60330,11,NtLmSsp,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:21:09Z,WS-OPS-01,4624,,CORP\ehernandez,User,CORP,ehernandez,ehernandez,CORP,10.154.105.113,62408,5,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:21:11Z,WS-OPS-01,4624,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,10.122.143.55,61624,7,Advapi,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:21:20Z,WS-IT-01,4625,,CORP\bsato,User,CORP,bsato,bsato,CORP,172.29.43.12,49532,10,Negotiate,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:21:28Z,SVR-DC-01,4688,,CORP\dkim,User,CORP,dkim,dkim,CORP,,,,,,C:\Windows\System32\lsass.exe,C:\Windows\System32\lsass.exe,C:\Windows\System32\smss.exe,"""C:\Windows\System32\lsass.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:21:35Z,WS-FINANCE-01,4688,,CORP\agarcia,User,CORP,agarcia,agarcia,CORP,,,,,,C:\Windows\System32\explorer.exe,C:\Windows\System32\explorer.exe,C:\Windows\System32\explorer.exe,"""C:\Windows\System32\explorer.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:21:36Z,WS-OPS-02,4625,,CORP\jharris,User,CORP,jharris,jharris,CORP,192.168.156.163,60315,5,NtLmSsp,Account currently disabled.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:21:43Z,WS-IT-02,4624,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,172.29.189.215,64374,7,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:21:52Z,WS-HR-03,4625,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,10.175.155.13,55919,2,NtLmSsp,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:21:53Z,WS-OPS-01,4672,,CORP\rmorales,Admin,CORP,rmorales,rmorales,CORP,,,,,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:21:54Z,WS-MKT-01,4624,,CORP\bsato,User,CORP,bsato,bsato,CORP,10.198.67.136,55111,5,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:21:55Z,WS-DEV-02,4634,,CORP\ehernandez,User,CORP,ehernandez,ehernandez,CORP,,,4,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:22:32Z,WS-MKT-01,4688,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,,,,,,C:\Windows\System32\OUTLOOK.EXE,C:\Windows\System32\OUTLOOK.EXE,C:\Windows\System32\msiexec.exe,"""C:\Windows\System32\OUTLOOK.EXE""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:23:16Z,WS-IT-01,4688,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,,,,,,C:\Windows\System32\lsass.exe,C:\Windows\System32\lsass.exe,C:\Windows\System32\OneDrive.exe,"""C:\Windows\System32\lsass.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:23:36Z,SVR-WEB-01,4624,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,10.44.196.41,63339,3,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:23:57Z,LAP-EXEC-01,4624,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,10.119.181.9,63542,5,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:24:17Z,WS-MKT-01,4688,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,,,,,,C:\Windows\System32\services.exe,C:\Windows\System32\services.exe,C:\Windows\System32\services.exe,"""C:\Windows\System32\services.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:24:58Z,WS-FINANCE-01,4688,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,,,,,,C:\Windows\System32\wininit.exe,C:\Windows\System32\wininit.exe,C:\Windows\System32\msedge.exe,"""C:\Windows\System32\wininit.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:25:02Z,WS-DEV-02,4688,,CORP\tnguyen,User,CORP,tnguyen,tnguyen,CORP,,,,,,C:\Windows\System32\taskmgr.exe,C:\Windows\System32\taskmgr.exe,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\taskmgr.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:25:05Z,WS-IT-01,4625,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,10.165.29.125,58548,7,Kerberos,The user has not been granted the requested logon type at this machine.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:25:10Z,WS-MKT-02,4624,,CORP\jharris,User,CORP,jharris,jharris,CORP,172.23.89.124,56319,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:25:30Z,WS-DEV-02,4634,,CORP\dkim,User,CORP,dkim,dkim,CORP,,,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:25:35Z,WS-IT-02,4624,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,10.231.143.241,59931,3,User32,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:25:42Z,WS-OPS-01,4624,,CORP\bsato,User,CORP,bsato,bsato,CORP,10.97.165.142,52670,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:26:30Z,WS-DEV-02,4624,,CORP\dkim,User,CORP,dkim,dkim,CORP,172.21.252.154,63213,5,User32,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:26:32Z,SVR-WEB-01,4624,,CORP\ehernandez,User,CORP,ehernandez,ehernandez,CORP,172.18.217.147,55317,7,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:26:36Z,WS-DEV-02,4624,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,192.168.129.53,54677,2,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:26:38Z,WS-IT-02,4688,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,,,,,,C:\Windows\System32\smss.exe,C:\Windows\System32\smss.exe,C:\Windows\System32\Teams.exe,"""C:\Windows\System32\smss.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:26:44Z,LAP-EXEC-01,4625,,CORP\lwoods,User,CORP,lwoods,lwoods,CORP,172.30.245.23,54223,3,NtLmSsp,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:27:02Z,LAP-SALES-03,4634,,CORP\jharris,User,CORP,jharris,jharris,CORP,,,5,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:27:04Z,WS-IT-02,4634,,CORP\jharris,User,CORP,jharris,jharris,CORP,,,3,User32,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:27:08Z,LAP-SALES-03,4624,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,10.39.166.46,54756,3,User32,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:27:24Z,WS-FINANCE-01,4634,,CORP\dkim,User,CORP,dkim,dkim,CORP,,,3,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:28:19Z,WS-FINANCE-01,4624,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,10.52.8.103,52434,3,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:28:19Z,WS-IT-01,4624,,CORP\ehernandez,User,CORP,ehernandez,ehernandez,CORP,192.168.109.35,49810,4,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:28:27Z,LAP-SALES-03,4688,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,,,,,,C:\Windows\System32\code.exe,C:\Windows\System32\code.exe,C:\Windows\System32\chrome.exe,"""C:\Windows\System32\code.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:28:50Z,WS-MKT-02,4624,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,10.192.29.236,59343,2,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:29:16Z,WS-OPS-02,4624,,CORP\jharris,User,CORP,jharris,jharris,CORP,10.254.238.193,52268,2,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:29:31Z,WS-MKT-02,4634,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,,,2,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:29:41Z,SVR-WEB-01,4624,,CORP\bsato,User,CORP,bsato,bsato,CORP,172.26.78.228,54896,11,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:29:48Z,WS-DEV-02,4634,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,,,3,Advapi,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:30:14Z,LAP-EXEC-01,4688,,CORP\agarcia,User,CORP,agarcia,agarcia,CORP,,,,,,C:\Windows\System32\services.exe,C:\Windows\System32\services.exe,C:\Windows\System32\OUTLOOK.EXE,"""C:\Windows\System32\services.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:30:23Z,LAP-EXEC-01,4688,,CORP\tnguyen,User,CORP,tnguyen,tnguyen,CORP,,,,,,C:\Windows\System32\msiexec.exe,C:\Windows\System32\msiexec.exe,C:\Windows\System32\chrome.exe,"""C:\Windows\System32\msiexec.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:30:27Z,WS-FINANCE-01,4688,,CORP\tnguyen,User,CORP,tnguyen,tnguyen,CORP,,,,,,C:\Windows\System32\msiexec.exe,C:\Windows\System32\msiexec.exe,C:\Windows\System32\firefox.exe,"""C:\Windows\System32\msiexec.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:30:30Z,SVR-DC-01,4624,,CORP\agarcia,User,CORP,agarcia,agarcia,CORP,10.208.75.116,61804,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:30:39Z,WS-IT-02,4688,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,,,,,,C:\Windows\System32\csrss.exe,C:\Windows\System32\csrss.exe,C:\Windows\System32\WINWORD.EXE,"""C:\Windows\System32\csrss.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:30:47Z,WS-IT-02,4624,,CORP\lwoods,User,CORP,lwoods,lwoods,CORP,192.168.41.55,63577,11,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:30:49Z,WS-IT-01,4720,,CORP\lwoods,User,CORP,lwoods,newuser496,CORP,,,,,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:31:04Z,WS-OPS-02,4624,,CORP\ehernandez,User,CORP,ehernandez,ehernandez,CORP,10.13.136.135,53921,7,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:31:11Z,LAP-EXEC-01,4634,,CORP\lwoods,User,CORP,lwoods,lwoods,CORP,,,5,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:31:21Z,WS-HR-03,4624,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,10.49.15.95,64196,2,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:31:21Z,WS-MKT-02,4625,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,172.21.95.7,59067,3,Negotiate,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:31:37Z,WS-MKT-01,4672,,CORP\ehernandez,Admin,CORP,ehernandez,ehernandez,CORP,,,,,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:31:45Z,SVR-DC-01,4732,,CORP\mwhite,User,CORP,mwhite,newuser841,CORP,,,,,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:31:55Z,WS-OPS-01,4624,,CORP\dkim,User,CORP,dkim,dkim,CORP,10.212.165.219,61953,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:31:55Z,WS-OPS-01,4624,,CORP\jharris,User,CORP,jharris,jharris,CORP,10.254.134.233,56263,2,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:32:05Z,WS-DEV-02,4625,,CORP\olopez,User,CORP,olopez,olopez,CORP,10.113.154.85,60705,5,Kerberos,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:32:28Z,SVR-WEB-01,4624,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,10.174.81.19,53610,2,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:33:10Z,SVR-DC-01,4624,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,172.29.124.160,62038,3,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:33:36Z,SVR-WEB-01,4688,,CORP\ehernandez,User,CORP,ehernandez,ehernandez,CORP,,,,,,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,"""C:\Windows\System32\svchost.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:33:49Z,SVR-DC-01,4625,,CORP\ehernandez,User,CORP,ehernandez,ehernandez,CORP,10.135.19.69,54113,11,NtLmSsp,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:33:50Z,WS-FINANCE-01,4625,,CORP\ehernandez,User,CORP,ehernandez,ehernandez,CORP,172.18.186.209,62717,4,Kerberos,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:33:57Z,WS-MKT-01,4688,,CORP\lwoods,User,CORP,lwoods,lwoods,CORP,,,,,,C:\Windows\System32\firefox.exe,C:\Windows\System32\firefox.exe,C:\Windows\System32\OneDrive.exe,"""C:\Windows\System32\firefox.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:33:59Z,WS-IT-02,4720,,CORP\mwhite,User,CORP,mwhite,newuser706,CORP,,,,,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:34:04Z,SVR-DC-01,4688,,CORP\lwoods,User,CORP,lwoods,lwoods,CORP,,,,,,C:\Windows\System32\WINWORD.EXE,C:\Windows\System32\WINWORD.EXE,C:\Windows\System32\firefox.exe,"""C:\Windows\System32\WINWORD.EXE""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:34:11Z,WS-IT-01,4634,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,,,11,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:34:29Z,WS-FINANCE-01,4625,,CORP\tnguyen,User,CORP,tnguyen,tnguyen,CORP,10.162.121.64,58116,3,Kerberos,The user has not been granted the requested logon type at this machine.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:34:40Z,SVR-DC-01,4688,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,,,,,,C:\Windows\System32\OneDrive.exe,C:\Windows\System32\OneDrive.exe,C:\Windows\System32\OUTLOOK.EXE,"""C:\Windows\System32\OneDrive.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:34:42Z,WS-HR-03,4624,,CORP\dkim,User,CORP,dkim,dkim,CORP,192.168.211.151,60433,5,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:35:32Z,SVR-WEB-01,4624,,CORP\olopez,User,CORP,olopez,olopez,CORP,10.87.70.177,49907,3,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:36:02Z,WS-OPS-02,4625,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,10.18.0.33,64730,3,User32,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:36:02Z,SVR-DC-01,4624,,CORP\dkim,User,CORP,dkim,dkim,CORP,10.155.117.245,62158,7,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:36:13Z,WS-DEV-02,4624,,CORP\lwoods,User,CORP,lwoods,lwoods,CORP,10.80.255.141,52511,11,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:36:32Z,WS-MKT-01,4624,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,172.28.6.30,61095,3,Advapi,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:36:37Z,WS-OPS-02,4634,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,,,2,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:36:49Z,WS-DEV-02,4624,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,172.29.187.65,57719,11,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:37:04Z,WS-MKT-01,4688,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,,,,,,C:\Windows\System32\explorer.exe,C:\Windows\System32\explorer.exe,C:\Windows\System32\firefox.exe,"""C:\Windows\System32\explorer.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:37:23Z,WS-FINANCE-01,4624,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,10.6.176.248,60681,7,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:37:28Z,WS-IT-02,4688,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,,,,,,C:\Windows\System32\wininit.exe,C:\Windows\System32\wininit.exe,C:\Windows\System32\Teams.exe,"""C:\Windows\System32\wininit.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:37:52Z,WS-MKT-02,4688,,CORP\dkim,User,CORP,dkim,dkim,CORP,,,,,,C:\Windows\System32\chrome.exe,C:\Windows\System32\chrome.exe,C:\Windows\System32\csrss.exe,"""C:\Windows\System32\chrome.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:37:57Z,LAP-EXEC-01,4688,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,,,,,,C:\Windows\System32\lsass.exe,C:\Windows\System32\lsass.exe,C:\Windows\System32\taskmgr.exe,"""C:\Windows\System32\lsass.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:37:58Z,WS-OPS-02,4688,,CORP\jharris,User,CORP,jharris,jharris,CORP,,,,,,C:\Windows\System32\firefox.exe,C:\Windows\System32\firefox.exe,C:\Windows\System32\wininit.exe,"""C:\Windows\System32\firefox.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:38:03Z,SVR-DC-01,4624,,CORP\agarcia,User,CORP,agarcia,agarcia,CORP,172.22.138.45,62714,5,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:38:12Z,SVR-WEB-01,4624,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,10.120.127.94,50958,3,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:39:08Z,WS-OPS-01,4624,,CORP\dkim,User,CORP,dkim,dkim,CORP,10.239.66.116,65331,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:39:11Z,LAP-SALES-03,4688,,CORP\jharris,User,CORP,jharris,jharris,CORP,,,,,,C:\Windows\System32\code.exe,C:\Windows\System32\code.exe,C:\Windows\System32\explorer.exe,"""C:\Windows\System32\code.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:39:35Z,LAP-SALES-03,4624,,CORP\dkim,User,CORP,dkim,dkim,CORP,10.34.186.195,54474,5,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:40:01Z,WS-IT-01,4624,,CORP\olopez,User,CORP,olopez,olopez,CORP,10.93.168.143,52746,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:40:24Z,SVR-WEB-01,4688,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,,,,,,C:\Windows\System32\smss.exe,C:\Windows\System32\smss.exe,C:\Windows\System32\chrome.exe,"""C:\Windows\System32\smss.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:40:37Z,WS-DEV-02,4634,,CORP\jharris,User,CORP,jharris,jharris,CORP,,,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:40:43Z,SVR-WEB-01,4624,,CORP\tnguyen,User,CORP,tnguyen,tnguyen,CORP,10.150.247.83,50377,2,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:40:47Z,WS-FINANCE-01,4634,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,,,2,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:41:02Z,LAP-SALES-03,4688,,CORP\dkim,User,CORP,dkim,dkim,CORP,,,,,,C:\Windows\System32\services.exe,C:\Windows\System32\services.exe,C:\Windows\System32\Teams.exe,"""C:\Windows\System32\services.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:41:04Z,SVR-DC-01,4624,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,172.23.141.241,51477,5,Advapi,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:41:21Z,WS-FINANCE-01,4634,,CORP\agarcia,User,CORP,agarcia,agarcia,CORP,,,5,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:41:23Z,WS-OPS-01,4625,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,10.85.124.86,56862,2,Kerberos,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:41:26Z,WS-OPS-01,4624,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,10.242.77.251,60670,7,Advapi,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:41:37Z,WS-HR-03,4672,,CORP\tnguyen,Admin,CORP,tnguyen,tnguyen,CORP,,,,,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:41:48Z,WS-MKT-02,4625,,CORP\jharris,User,CORP,jharris,jharris,CORP,172.23.150.118,54255,3,Kerberos,Unknown user name or bad password.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:41:52Z,WS-MKT-02,4634,,CORP\kpatel,User,CORP,kpatel,kpatel,CORP,,,4,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:41:57Z,WS-FINANCE-01,4634,,CORP\olopez,User,CORP,olopez,olopez,CORP,,,3,NtLmSsp,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:42:40Z,WS-MKT-02,4688,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,,,,,,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,C:\Windows\System32\lsass.exe,"""C:\Windows\System32\svchost.exe""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:42:49Z,WS-DEV-02,4625,,CORP\mwhite,User,CORP,mwhite,mwhite,CORP,10.133.250.122,57062,5,NtLmSsp,The user has not been granted the requested logon type at this machine.,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:42:50Z,WS-DEV-02,4624,,CORP\rmorales,User,CORP,rmorales,rmorales,CORP,10.78.1.1,53964,5,Seclogo,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:42:53Z,LAP-SALES-03,4624,,CORP\bsato,User,CORP,bsato,bsato,CORP,192.168.3.73,52894,3,Negotiate,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:42:59Z,WS-OPS-01,4697,,CORP\olopez,User,CORP,olopez,olopez,CORP,,,,,,,,,,svc-5bd2586f,C:\Program Files\svc-5bd2586f\svc-5bd2586f.exe,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:43:15Z,WS-IT-01,4624,,CORP\tnguyen,User,CORP,tnguyen,tnguyen,CORP,172.24.91.36,51946,3,Kerberos,,,,,,,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
2026-04-29T09:43:17Z,LAP-EXEC-01,4688,,CORP\sthompson,User,CORP,sthompson,sthompson,CORP,,,,,,C:\Windows\System32\EXCEL.EXE,C:\Windows\System32\EXCEL.EXE,C:\Windows\System32\msedge.exe,"""C:\Windows\System32\EXCEL.EXE""",,,Microsoft-Windows-Security-Auditing,Security,SecurityEvent
